,alpha,tstat
NoDur,-0.0008267434779914875,-1.0104543975465334
Durbl,-0.0010668616970113806,-0.5982957615935575
Manuf,-0.0019772613874903047,-3.2338199846909306
Enrgy,-0.0036887355350697436,-2.1867254422886613
HiTec,0.00541029223408214,5.32078179782326
Telcm,-0.00016891170533577958,-0.14552285688842032
Shops,0.0009229357773322881,1.0024911778768237
Hlth,0.002097596350815668,1.8622824612420725
Utils,-0.001826907042434959,-1.5463056951807934
Other,-0.0024925405717072108,-3.689977872067727
